Freq [GHz],"Simul_cang_deg(S(2,1)) [deg]",Measure_S21 Phase(°)
1.766,-0.380654857,-0.64777887
1.767,-0.381126447,-0.73764712
1.768,-0.381597693,-0.82228148
1.769,-0.382068593,-0.77397776
1.77,-0.382539148,-0.80139256
1.771,-0.383009354,-0.70520729
1.772,-0.383479212,-0.69098514
1.773,-0.38394872,-0.68129492
1.774,-0.384417877,-0.72599667
1.775,-0.384886682,-0.66607022
1.776,-0.385355133,-0.78755993
1.777,-0.38582323,-0.72967011
1.778,-0.386290971,-0.63055527
1.779,-0.386758355,-0.57732952
1.78,-0.387225381,-0.66986096
1.781,-0.387692048,-0.71483123
1.782,-0.388158354,-0.63449919
1.783,-0.388624299,-0.78590614
1.784,-0.389089881,-0.55223131
1.785,-0.3895551,-0.87241644
1.786,-0.390019953,-0.70967525
1.787,-0.39048444,-0.65170026
1.788,-0.39094856,-0.56711549
1.789,-0.391412312,-0.71748024
1.79,-0.391875694,-0.72969967
1.791,-0.392338705,-0.58762741
1.792,-0.392801344,-0.62876797
1.793,-0.393263611,-0.68939584
1.794,-0.393725503,-0.57960314
1.795,-0.39418702,-0.71121693
1.796,-0.394648161,-0.61067772
1.797,-0.395108924,-0.72526807
1.798,-0.395569309,-0.78259528
1.799,-0.396029313,-0.51647884
1.8,-0.396488937,-0.7183513
1.801,-0.396948179,-0.80773938
1.802,-0.397407038,-0.61797178
1.803,-0.397865513,-0.66509581
1.804,-0.398323602,-0.77899653
1.805,-0.398781305,-0.61298907
1.806,-0.39923862,-0.70952284
1.807,-0.399695547,-0.87007564
1.808,-0.400152084,-0.57014215
1.809,-0.40060823,-0.70781267
1.81,-0.401063984,-0.65832549
1.811,-0.401519345,-0.90608704
1.812,-0.401974311,-0.6916216
1.813,-0.402428883,-0.59917283
1.814,-0.402883058,-0.78688157
1.815,-0.403336836,-0.70195854
1.816,-0.403790215,-0.58038783
1.817,-0.404243194,-0.71391064
1.818,-0.404695773,-0.734519
1.819,-0.40514795,-0.77718556
1.82,-0.405599724,-0.66384143
1.821,-0.406051095,-0.5942592
1.822,-0.40650206,-0.65472883
1.823,-0.406952619,-0.67567044
1.824,-0.407402771,-0.80379492
1.825,-0.407852515,-0.56647128
1.826,-0.408301849,-0.73528588
1.827,-0.408750773,-0.59335357
1.828,-0.409199286,-0.57709169
1.829,-0.409647386,-0.70742923
1.83,-0.410095072,-0.78048944
1.831,-0.410542344,-0.58366251
1.832,-0.4109892,-0.81203306
1.833,-0.41143564,-0.73982078
1.834,-0.411881662,-0.6604889
1.835,-0.412327265,-0.67767411
1.836,-0.412772448,-0.79282904
1.837,-0.41321721,-0.80018508
1.838,-0.41366155,-0.81395352
1.839,-0.414105468,-0.72939348
1.84,-0.414548961,-0.55547035
1.841,-0.414992029,-0.76554984
1.842,-0.415434671,-0.67315054
1.843,-0.415876886,-0.69991535
1.844,-0.416318673,-0.69876564
1.845,-0.416760031,-0.55401158
1.846,-0.417200959,-0.773938
1.847,-0.417641455,-0.63231689
1.848,-0.418081519,-0.69864744
1.849,-0.41852115,-0.73874378
1.85,-0.418960346,-0.66964984
1.851,-0.419399108,-0.67527151
1.852,-0.419837433,-0.55365998
1.853,-0.420275321,-0.72119373
1.854,-0.42071277,-0.64926898
1.855,-0.42114978,-0.67511863
1.856,-0.42158635,-0.69286227
1.857,-0.422022479,-0.81679749
1.858,-0.422458165,-0.81260836
1.859,-0.422893408,-0.57109445
1.86,-0.423328207,-0.67630029
1.861,-0.423762561,-0.64327466
1.862,-0.424196468,-0.75154972
1.863,-0.424629928,-0.65619665
1.864,-0.42506294,-0.896909
1.865,-0.425495503,-0.54625732
1.866,-0.425927615,-0.88381642
1.867,-0.426359276,-0.81805217
1.868,-0.426790486,-0.64753199
1.869,-0.427221242,-0.68896061
1.87,-0.427651544,-0.92594314
1.871,-0.428081391,-0.62627494
1.872,-0.428510782,-0.76083702
1.873,-0.428939716,-0.82409471
1.874,-0.429368193,-0.89792889
1.875,-0.42979621,-0.52148247
1.876,-0.430223768,-0.70549434
1.877,-0.430650864,-0.79299557
1.878,-0.4310775,-0.78514552
1.879,-0.431503672,-0.69028521
1.88,-0.431929381,-0.73503822
1.881,-0.432354626,-0.95600933
1.882,-0.432779404,-0.84993356
1.883,-0.433203717,-0.78051412
1.884,-0.433627562,-0.79632705
1.885,-0.434050939,-0.76032984
1.886,-0.434473847,-0.68937385
1.887,-0.434896284,-0.69268495
1.888,-0.435318251,-0.64529222
1.889,-0.435739745,-0.68189144
1.89,-0.436160767,-0.65147024
1.891,-0.436581315,-0.69363576
1.892,-0.437001388,-0.65938085
1.893,-0.437420985,-0.70726055
1.894,-0.437840106,-0.7576043
1.895,-0.43825875,-0.60822648
1.896,-0.438676915,-0.71963471
1.897,-0.439094601,-0.79300755
1.898,-0.439511807,-0.71481168
1.899,-0.439928531,-0.71267712
1.9,-0.440344774,-0.66984737
1.901,-0.440760534,-0.47351408
1.902,-0.44117581,-0.66147095
1.903,-0.441590602,-0.56719095
1.904,-0.442004908,-0.60345179
1.905,-0.442418727,-0.80478615
1.906,-0.44283206,-0.51356786
1.907,-0.443244904,-0.71021932
1.908,-0.443657259,-0.83316433
1.909,-0.444069124,-0.55175012
1.91,-0.444480499,-0.70182317
1.911,-0.444891382,-0.48268452
1.912,-0.445301773,-0.68953228
1.913,-0.44571167,-0.51289612
1.914,-0.446121073,-0.72717357
1.915,-0.446529981,-0.79846424
1.916,-0.446938393,-0.76831001
1.917,-0.447346308,-0.59179074
1.918,-0.447753725,-0.79124039
1.919,-0.448160645,-0.64835942
1.92,-0.448567064,-0.50273401
1.921,-0.448972984,-0.66491669
1.922,-0.449378403,-0.57692319
1.923,-0.44978332,-0.65446198
1.924,-0.450187734,-0.73385519
1.925,-0.450591645,-0.67549288
1.926,-0.450995051,-0.60331118
1.927,-0.451397953,-0.87504065
1.928,-0.451800348,-0.61397314
1.929,-0.452202237,-0.79247689
1.93,-0.452603618,-0.82189929
1.931,-0.453004491,-0.66426367
1.932,-0.453404854,-0.73815942
1.933,-0.453804707,-0.58993345
1.934,-0.45420405,-0.69680387
1.935,-0.454602881,-0.79745823
1.936,-0.455001199,-0.82557547
1.937,-0.455399005,-0.68631589
1.938,-0.455796296,-0.62504554
1.939,-0.456193072,-0.73071444
1.94,-0.456589333,-0.54557115
1.941,-0.456985077,-0.58839959
1.942,-0.457380305,-0.64817977
1.943,-0.457775014,-0.69108403
1.944,-0.458169204,-0.48982239
1.945,-0.458562875,-0.55475724
1.946,-0.458956026,-0.71521991
1.947,-0.459348655,-0.80795598
1.948,-0.459740763,-0.72311836
1.949,-0.460132348,-0.67136246
1.95,-0.46052341,-0.62880731
1.951,-0.460913947,-0.72910303
1.952,-0.46130396,-0.71564579
1.953,-0.461693447,-0.59948826
1.954,-0.462082408,-0.74821287
1.955,-0.462470841,-0.9786486
1.956,-0.462858747,-0.65523231
1.957,-0.463246123,-0.66654849
1.958,-0.463632971,-0.54612094
1.959,-0.464019288,-0.5611316
1.96,-0.464405075,-0.76558721
1.961,-0.46479033,-0.77853477
1.962,-0.465175052,-0.57473737
1.963,-0.465559242,-0.66233623
1.964,-0.465942897,-0.74220377
1.965,-0.466326019,-0.55158353
1.966,-0.466708605,-0.61758888
1.967,-0.467090655,-0.60589641
1.968,-0.467472168,-0.70884544
1.969,-0.467853144,-0.7568574
1.97,-0.468233582,-0.77013862
1.971,-0.468613481,-0.59829891
1.972,-0.46899284,-0.5019927
1.973,-0.46937166,-0.65924901
1.974,-0.469749938,-0.59733361
1.975,-0.470127675,-0.67196739
1.976,-0.47050487,-0.69572634
1.977,-0.470881522,-0.62198782
1.978,-0.47125763,-0.67617548
1.979,-0.471633193,-0.53363538
1.98,-0.472008212,-0.50964755
1.981,-0.472382685,-0.63172966
1.982,-0.472756611,-0.64189124
1.983,-0.473129991,-0.70851314
1.984,-0.473502822,-0.6823585
1.985,-0.473875106,-0.58417362
1.986,-0.47424684,-0.64660889
1.987,-0.474618025,-0.8516072
1.988,-0.474988659,-0.60802507
1.989,-0.475358742,-0.4940795
1.99,-0.475728274,-0.49803281
1.991,-0.476097253,-0.72935289
1.992,-0.476465679,-0.64146632
1.993,-0.476833552,-0.5068959
1.994,-0.47720087,-0.69741273
1.995,-0.477567633,-0.65375412
1.996,-0.477933841,-0.53573948
1.997,-0.478299493,-0.68080688
1.998,-0.478664588,-0.52468318
1.999,-0.479029125,-0.73190111
2,-0.479393104,-0.70793265
2.001,-0.479756525,-0.50278026
2.002,-0.480119386,-0.68002629
2.003,-0.480481688,-0.63023949
2.004,-0.480843429,-0.65865618
2.005,-0.481204608,-0.59459555
2.006,-0.481565226,-0.61701739
2.007,-0.481925282,-0.70373434
2.008,-0.482284775,-0.73746133
2.009,-0.482643704,-0.64624542
2.01,-0.483002069,-0.60846543
2.011,-0.483359869,-0.58792233
2.012,-0.483717104,-0.85255611
2.013,-0.484073773,-0.56791365
2.014,-0.484429875,-0.57110113
2.015,-0.484785411,-0.71016645
2.016,-0.485140379,-0.58179706
2.017,-0.485494778,-0.76003438
2.018,-0.485848609,-0.68028659
2.019,-0.48620187,-0.6492151
2.02,-0.486554561,-0.7224158
2.021,-0.486906682,-0.56503373
2.022,-0.487258232,-0.83204597
2.023,-0.48760921,-0.6356734
2.024,-0.487959616,-0.64101553
2.025,-0.488309449,-0.69481272
2.026,-0.488658709,-0.63529533
2.027,-0.489007395,-0.61228436
2.028,-0.489355507,-0.32912865
2.029,-0.489703043,-0.6129716
2.03,-0.490050005,-0.50412917
2.031,-0.49039639,-0.69365329
2.032,-0.490742198,-0.47249281
2.033,-0.49108743,-0.70011359
2.034,-0.491432084,-0.67887008
2.035,-0.49177616,-0.76681864
2.036,-0.492119658,-0.52648234
2.037,-0.492462576,-0.73497683
2.038,-0.492804914,-0.62868744
2.039,-0.493146673,-0.67611057
2.04,-0.49348785,-0.52349985
2.041,-0.493828447,-0.58900499
2.042,-0.494168462,-0.45565233
2.043,-0.494507894,-0.81707919
2.044,-0.494846744,-0.53603303
2.045,-0.495185011,-0.52400011
2.046,-0.495522694,-0.58140862
2.047,-0.495859793,-0.53162098
2.048,-0.496196308,-0.54356515
2.049,-0.496532237,-0.37608847
2.05,-0.496867581,-0.58509582
2.051,-0.497202338,-0.59546423
2.052,-0.497536509,-0.73224211
2.053,-0.497870093,-0.52245021
2.054,-0.49820309,-0.6080054
2.055,-0.498535498,-0.67540258
2.056,-0.498867318,-0.62640709
2.057,-0.49919855,-0.60876238
2.058,-0.499529192,-0.72550678
2.059,-0.499859244,-0.55499554
2.06,-0.500188706,-0.66191596
2.061,-0.500517577,-0.52007848
2.062,-0.500845858,-0.62055159
2.063,-0.501173546,-0.51351768
2.064,-0.501500643,-0.5711959
2.065,-0.501827147,-0.47166833
2.066,-0.502153059,-0.63131893
2.067,-0.502478377,-0.42002741
2.068,-0.502803102,-0.61111856
2.069,-0.503127232,-0.57100236
2.07,-0.503450768,-0.57351536
2.071,-0.503773709,-0.59207541
2.072,-0.504096054,-0.69437593
2.073,-0.504417804,-0.42921007
2.074,-0.504738958,-0.71235895
2.075,-0.505059515,-0.43936154
2.076,-0.505379475,-0.66349053
2.077,-0.505698837,-0.55199796
2.078,-0.506017602,-0.53249508
2.079,-0.506335769,-0.73236358
2.08,-0.506653337,-0.34467009
2.081,-0.506970307,-0.6695472
2.082,-0.507286676,-0.54067189
2.083,-0.507602447,-0.69260848
2.084,-0.507917617,-0.61807251
2.085,-0.508232187,-0.41458431
2.086,-0.508546156,-0.79141289
2.087,-0.508859523,-0.53700376
2.088,-0.509172289,-0.63472956
2.089,-0.509484454,-0.46015614
2.09,-0.509796016,-0.36673304
2.091,-0.510106975,-0.70981687
2.092,-0.510417332,-0.64558786
2.093,-0.510727085,-0.78197563
2.094,-0.511036234,-0.42213559
2.095,-0.51134478,-0.72808665
2.096,-0.511652721,-0.62250686
2.097,-0.511960057,-0.55519372
2.098,-0.512266789,-0.47382528
2.099,-0.512572915,-0.55809319
2.1,-0.512878435,-0.53092963
2.101,-0.513183349,-0.61801326
2.102,-0.513487658,-0.64025539
2.103,-0.513791359,-0.71065986
2.104,-0.514094454,-0.52033854
2.105,-0.514396941,-0.46159181
2.106,-0.514698821,-0.67376733
2.107,-0.515000092,-0.4674606
2.108,-0.515300756,-0.80290788
2.109,-0.515600811,-0.60566127
2.11,-0.515900258,-0.69309825
2.111,-0.516199095,-0.64112228
2.112,-0.516497323,-0.40875387
2.113,-0.516794941,-0.67521757
2.114,-0.51709195,-0.48329633
2.115,-0.517388348,-0.56018919
2.116,-0.517684136,-0.54259062
2.117,-0.517979313,-0.43371961
2.118,-0.518273879,-0.45995408
2.119,-0.518567834,-0.65099561
2.12,-0.518861177,-0.61537081
2.121,-0.519153908,-0.56878614
2.122,-0.519446028,-0.47513726
2.123,-0.519737535,-0.48679003
2.124,-0.520028429,-0.60977548
2.125,-0.52031871,-0.69385689
2.126,-0.520608379,-0.66321295
2.127,-0.520897434,-0.59485298
2.128,-0.521185876,-0.67356944
2.129,-0.521473703,-0.7299186
2.13,-0.521760917,-0.73768336
2.131,-0.522047517,-0.61333323
2.132,-0.522333502,-0.62704277
2.133,-0.522618872,-0.65780288
2.134,-0.522903627,-0.60628885
2.135,-0.523187767,-0.451195
2.136,-0.523471292,-0.53915626
2.137,-0.523754201,-0.65702021
2.138,-0.524036495,-0.58841717
2.139,-0.524318172,-0.58646286
2.14,-0.524599233,-0.67613369
2.141,-0.524879678,-0.55529451
2.142,-0.525159506,-0.77463996
2.143,-0.525438718,-0.69357973
2.144,-0.525717312,-0.69357455
2.145,-0.525995289,-0.51007652
2.146,-0.526272649,-0.50554317
2.147,-0.526549391,-0.61165464
2.148,-0.526825516,-0.56885535
2.149,-0.527101023,-0.62214154
2.15,-0.527375911,-0.62052834
2.151,-0.527650182,-0.42232835
2.152,-0.527923834,-0.58497137
2.153,-0.528196867,-0.65211022
2.154,-0.528469282,-0.3475962
2.155,-0.528741078,-0.66525984
2.156,-0.529012255,-0.67798907
2.157,-0.529282813,-0.77222055
2.158,-0.529552751,-0.48438346
2.159,-0.52982207,-0.61565161
2.16,-0.530090769,-0.48177013
2.161,-0.530358849,-0.53229105
2.162,-0.530626309,-0.83663017
2.163,-0.530893148,-0.66329199
2.164,-0.531159368,-0.65328187
2.165,-0.531424967,-0.407547
2.166,-0.531689946,-0.79092628
2.167,-0.531954304,-0.55966723
2.168,-0.532218042,-0.58709055
2.169,-0.532481159,-0.63982338
2.17,-0.532743655,-0.66154039
2.171,-0.533005531,-0.66000789
2.172,-0.533266785,-0.71897346
2.173,-0.533527418,-0.71431065
2.174,-0.53378743,-0.54344511
2.175,-0.53404682,-0.68779844
2.176,-0.534305589,-0.56229949
2.177,-0.534563737,-0.59844601
2.178,-0.534821263,-0.53572947
2.179,-0.535078167,-0.56610042
2.18,-0.53533445,-0.5221284
2.181,-0.53559011,-0.49735475
2.182,-0.535845149,-0.43675539
2.183,-0.536099566,-0.49039909
2.184,-0.536353361,-0.55605298
2.185,-0.536606533,-0.4874886
2.186,-0.536859084,-0.54129642
2.187,-0.537111012,-0.47365388
2.188,-0.537362318,-0.54282796
2.189,-0.537613002,-0.60109341
2.19,-0.537863063,-0.75486118
2.191,-0.538112502,-0.72855175
2.192,-0.538361319,-0.4579269
2.193,-0.538609513,-0.41632646
2.194,-0.538857084,-0.65438443
2.195,-0.539104033,-0.47764158
2.196,-0.539350359,-0.5464372
2.197,-0.539596063,-0.80085957
2.198,-0.539841144,-0.61607409
2.199,-0.540085603,-0.66293859
2.2,-0.540329438,-0.50876737
2.201,-0.540572652,-0.67972618
2.202,-0.540815242,-0.54853487
2.203,-0.54105721,-0.69551158
2.204,-0.541298555,-0.74797374
2.205,-0.541539277,-0.47029811
2.206,-0.541779377,-0.63004822
2.207,-0.542018854,-0.77913088
2.208,-0.542257709,-0.55876672
2.209,-0.54249594,-0.81381673
2.21,-0.542733549,-0.67677307
2.211,-0.542970536,-0.56025231
2.212,-0.5432069,-0.71548921
2.213,-0.543442641,-0.55457187
2.214,-0.54367776,-0.71914649
2.215,-0.543912256,-0.45179856
2.216,-0.54414613,-0.40651813
2.217,-0.544379381,-0.66956246
2.218,-0.54461201,-0.84809005
2.219,-0.544844017,-0.55566132
2.22,-0.545075401,-0.58424026
2.221,-0.545306163,-0.53551358
2.222,-0.545536303,-0.57986116
2.223,-0.545765821,-0.43875715
2.224,-0.545994716,-0.62354797
2.225,-0.54622299,-0.37755892
2.226,-0.546450642,-0.68307054
2.227,-0.546677671,-0.617423
2.228,-0.546904079,-0.70299047
2.229,-0.547129865,-0.35265127
2.23,-0.54735503,-0.58442867
2.231,-0.547579573,-0.66778398
2.232,-0.547803494,-0.52767164
2.233,-0.548026794,-0.6635102
2.234,-0.548249473,-0.45336613
2.235,-0.548471531,-0.68903852
2.236,-0.548692967,-0.6879313
2.237,-0.548913782,-0.58476204
2.238,-0.549133977,-0.61162305
2.239,-0.549353551,-0.71012241
2.24,-0.549572503,-0.43043309
2.241,-0.549790836,-0.60242963
2.242,-0.550008548,-0.48943648
2.243,-0.550225639,-0.38523278
2.244,-0.55044211,-0.56505334
2.245,-0.550657962,-0.55887485
2.246,-0.550873193,-0.60410583
2.247,-0.551087804,-0.61542147
2.248,-0.551301796,-0.62750047
2.249,-0.551515168,-0.79864478
2.25,-0.55172792,-0.4682267
2.251,-0.551940054,-0.40440229
2.252,-0.552151568,-0.42937663
2.253,-0.552362463,-0.58502752
2.254,-0.552572739,-0.71270418
2.255,-0.552782397,-0.67862773
2.256,-0.552991436,-0.39851737
2.257,-0.553199857,-0.62984556
2.258,-0.553407659,-0.56501889
2.259,-0.553614844,-0.62445498
2.26,-0.55382141,-0.57050866
2.261,-0.554027359,-0.63615131
2.262,-0.55423269,-0.71625262
2.263,-0.554437405,-0.58149326
2.264,-0.554641502,-0.60728687
2.265,-0.554844981,-0.68965805
2.266,-0.555047845,-0.64971358
2.267,-0.555250091,-0.712035
2.268,-0.555451722,-0.62189388
2.269,-0.555652736,-0.63942397
2.27,-0.555853134,-0.48669943
2.271,-0.556052916,-0.47273836
2.272,-0.556252083,-0.54328346
2.273,-0.556450634,-0.62849051
2.274,-0.556648571,-0.79914188
2.275,-0.556845892,-0.52586025
2.276,-0.557042599,-0.61427617
2.277,-0.557238691,-0.36628348
2.278,-0.557434169,-0.53212452
2.279,-0.557629033,-0.69127977
2.28,-0.557823283,-0.54952544
2.281,-0.558016919,-0.65424281
2.282,-0.558209942,-0.43079603
2.283,-0.558402353,-0.65573525
2.284,-0.55859415,-0.53827763
2.285,-0.558785335,-0.58093679
2.286,-0.558975907,-0.47144297
2.287,-0.559165868,-0.58278042
2.288,-0.559355216,-0.50133079
2.289,-0.559543953,-0.30284297
2.29,-0.559732079,-0.75916189
2.291,-0.559919594,-0.58435005
2.292,-0.560106498,-0.62819678
2.293,-0.560292791,-0.60852093
2.294,-0.560478474,-0.44001877
2.295,-0.560663548,-0.57169545
2.296,-0.560848011,-0.7535004
2.297,-0.561031866,-0.68891805
2.298,-0.561215111,-0.62844265
2.299,-0.561397747,-0.58529311
2.3,-0.561579775,-0.67144805
2.301,-0.561761195,-0.51963919
2.302,-0.561942007,-0.52002543
2.303,-0.562122211,-0.51751584
2.304,-0.562301808,-0.44858569
2.305,-0.562480798,-0.58101261
2.306,-0.562659182,-0.50885111
2.307,-0.562836959,-0.87328166
2.308,-0.56301413,-0.65048432
2.309,-0.563190695,-0.51211947
2.31,-0.563366655,-0.58089358
2.311,-0.56354201,-0.62761384
2.312,-0.56371676,-0.5434581
2.313,-0.563890906,-0.50596505
2.314,-0.564064447,-0.56452388
2.315,-0.564237385,-0.52804101
2.316,-0.56440972,-0.63227439
2.317,-0.564581451,-0.55388051
2.318,-0.56475258,-0.40142658
2.319,-0.564923107,-0.61227393
2.32,-0.565093031,-0.5386734
2.321,-0.565262354,-0.50024068
2.322,-0.565431076,-0.54742795
2.323,-0.565599196,-0.7707538
2.324,-0.565766716,-0.56485158
2.325,-0.565933636,-0.62713975
2.326,-0.566099957,-0.60795432
2.327,-0.566265677,-0.67092234
2.328,-0.566430799,-0.62614918
2.329,-0.566595322,-0.37067473
2.33,-0.566759247,-0.55469829
2.331,-0.566922574,-0.39787301
2.332,-0.567085303,-0.65145302
2.333,-0.567247435,-0.46127748
2.334,-0.567408971,-0.48201066
2.335,-0.56756991,-0.49343097
2.336,-0.567730253,-0.4281151
2.337,-0.567890001,-0.48873729
2.338,-0.568049154,-0.43780211
2.339,-0.568207712,-0.39728558
2.34,-0.568365675,-0.36753902
2.341,-0.568523045,-0.4269003
2.342,-0.568679821,-0.48540261
2.343,-0.568836005,-0.45617932
2.344,-0.568991595,-0.57548583
2.345,-0.569146594,-0.4113051
2.346,-0.569301001,-0.61053866
2.347,-0.569454816,-0.59139389
2.348,-0.569608041,-0.41516015
2.349,-0.569760675,-0.70212865
2.35,-0.569912719,-0.50080895
2.351,-0.570064173,-0.43886027
2.352,-0.570215039,-0.65240133
2.353,-0.570365316,-0.41792047
2.354,-0.570515004,-0.41706535
2.355,-0.570664105,-0.49587533
2.356,-0.570812619,-0.58663213
2.357,-0.570960545,-0.59259278
2.358,-0.571107886,-0.47672987
2.359,-0.57125464,-0.3662447
2.36,-0.571400809,-0.40569386
2.361,-0.571546394,-0.78641915
2.362,-0.571691393,-0.72198486
2.363,-0.571835809,-0.36553013
2.364,-0.571979641,-0.58061147
2.365,-0.57212289,-0.51863521
2.366,-0.572265557,-0.69280577
2.367,-0.572407641,-0.72085536
2.368,-0.572549144,-0.58796722
2.369,-0.572690066,-0.56698209
2.37,-0.572830408,-0.69998014
2.371,-0.572970169,-0.53135657
2.372,-0.573109351,-0.48632216
2.373,-0.573247954,-0.36314294
2.374,-0.573385978,-0.7751807
2.375,-0.573523424,-0.34020251
2.376,-0.573660293,-0.71046853
2.377,-0.573796584,-0.68428719
2.378,-0.5739323,-0.50582379
2.379,-0.574067439,-0.40385392
2.38,-0.574202003,-0.56143552
2.381,-0.574335992,-0.6164223
2.382,-0.574469407,-0.68699288
2.383,-0.574602248,-0.5859462
2.384,-0.574734516,-0.39465305
2.385,-0.57486621,-0.37035009
2.386,-0.574997333,-0.64580226
2.387,-0.575127884,-0.47978264
2.388,-0.575257864,-0.52801859
2.389,-0.575387274,-0.5859046
2.39,-0.575516114,-0.60717446
2.391,-0.575644384,-0.54809123
2.392,-0.575772085,-0.52773225
2.393,-0.575899218,-0.41457203
2.394,-0.576025783,-0.42428017
2.395,-0.576151782,-0.59691018
2.396,-0.576277213,-0.49965033
2.397,-0.576402079,-0.4275471
2.398,-0.576526379,-0.21106942
2.399,-0.576650114,-0.7090016
2.4,-0.576773285,-0.62971848
2.401,-0.576895893,-0.51211542
2.402,-0.577017937,-0.47647998
2.403,-0.577139419,-0.4593693
2.404,-0.577260339,-0.52248996
2.405,-0.577380697,-0.5224781
2.406,-0.577500495,-0.67468506
2.407,-0.577619733,-0.36028281
2.408,-0.577738411,-0.32150403
2.409,-0.577856531,-0.36392888
2.41,-0.577974092,-0.43065125
2.411,-0.578091095,-0.39948902
2.412,-0.578207542,-0.43213829
2.413,-0.578323432,-0.61623019
2.414,-0.578438766,-0.52667767
2.415,-0.578553545,-0.48569369
2.416,-0.578667769,-0.42261133
2.417,-0.57878144,-0.56583649
2.418,-0.578894557,-0.41163436
2.419,-0.579007122,-0.52447581
2.42,-0.579119134,-0.42997926
2.421,-0.579230595,-0.51114321
2.422,-0.579341506,-0.45614228
2.423,-0.579451866,-0.37410587
2.424,-0.579561677,-0.46820959
2.425,-0.579670939,-0.49668297
2.426,-0.579779653,-0.49980861
2.427,-0.57988782,-0.36743459
2.428,-0.579995439,-0.52127922
2.429,-0.580102513,-0.43297705
2.43,-0.580209041,-0.44051075
2.431,-0.580315024,-0.66468716
2.432,-0.580420463,-0.50147116
2.433,-0.580525359,-0.43722084
2.434,-0.580629711,-0.58548045
2.435,-0.580733522,-0.51854253
2.436,-0.580836791,-0.43980247
2.437,-0.58093952,-0.54286307
2.438,-0.581041708,-0.3837235
2.439,-0.581143357,-0.42557701
2.44,-0.581244467,-0.52930832
2.441,-0.581345039,-0.39892349
2.442,-0.581445074,-0.52463335
2.443,-0.581544572,-0.53327644
2.444,-0.581643534,-0.55535364
2.445,-0.581741961,-0.53182214
2.446,-0.581839854,-0.37450275
2.447,-0.581937213,-0.51891124
2.448,-0.582034038,-0.42794573
2.449,-0.582130331,-0.4538196
2.45,-0.582226093,-0.41515452
2.451,-0.582321324,-0.38181537
2.452,-0.582416024,-0.24724816
2.453,-0.582510195,-0.52164513
2.454,-0.582603837,-0.41027638
2.455,-0.582696951,-0.39778581
2.456,-0.582789538,-0.45577383
2.457,-0.582881598,-0.54676533
2.458,-0.582973132,-0.42671174
2.459,-0.583064142,-0.32405195
2.46,-0.583154627,-0.59569657
2.461,-0.583244588,-0.49477816
2.462,-0.583334026,-0.36199877
2.463,-0.583422942,-0.60402209
2.464,-0.583511337,-0.45647216
2.465,-0.583599211,-0.54262912
2.466,-0.583686566,-0.58947146
2.467,-0.583773401,-0.43429208
2.468,-0.583859718,-0.72481984
2.469,-0.583945517,-0.58088708
2.47,-0.5840308,-0.31656486
2.471,-0.584115566,-0.3417035
2.472,-0.584199817,-0.20211305
2.473,-0.584283554,-0.53900808
2.474,-0.584366777,-0.57021946
2.475,-0.584449487,-0.34260097
2.476,-0.584531685,-0.59216529
2.477,-0.584613371,-0.45359516
2.478,-0.584694547,-0.5249145
2.479,-0.584775213,-0.39625165
2.48,-0.58485537,-0.36229149
2.481,-0.584935019,-0.55569553
2.482,-0.58501416,-0.30493632
2.483,-0.585092795,-0.21435204
2.484,-0.585170924,-0.43664849
2.485,-0.585248548,-0.48732418
2.486,-0.585325667,-0.26546612
2.487,-0.585402283,-0.39472905
2.488,-0.585478397,-0.3429122
2.489,-0.585554009,-0.45891589
2.49,-0.585629119,-0.71362996
2.491,-0.58570373,-0.44726175
2.492,-0.585777841,-0.24888323
2.493,-0.585851454,-0.59408206
2.494,-0.585924569,-0.44269121
2.495,-0.585997187,-0.54342818
2.496,-0.586069309,-0.60964048
2.497,-0.586140936,-0.39247581
2.498,-0.586212069,-0.32858318
2.499,-0.586282708,-0.37557933
2.5,-0.586352854,-0.40517601
2.501,-0.586422508,-0.43738049
2.502,-0.586491671,-0.55924833
2.503,-0.586560345,-0.54808873
2.504,-0.586628528,-0.42278656
2.505,-0.586696224,-0.41997498
2.506,-0.586763431,-0.33945885
2.507,-0.586830152,-0.30703166
2.508,-0.586896387,-0.5889203
2.509,-0.586962137,-0.46508908
2.51,-0.587027403,-0.35155892
2.511,-0.587092185,-0.36253974
2.512,-0.587156485,-0.42798215
2.513,-0.587220303,-0.34637001
2.514,-0.58728364,-0.49051803
2.515,-0.587346498,-0.4179545
2.516,-0.587408877,-0.36700541
2.517,-0.587470777,-0.53460878
2.518,-0.5875322,-0.52386802
2.519,-0.587593147,-0.46066868
2.52,-0.587653619,-0.60216027
2.521,-0.587713615,-0.21732852
2.522,-0.587773138,-0.5701195
2.523,-0.587832189,-0.3161481
2.524,-0.587890767,-0.37407777
2.525,-0.587948874,-0.31339434
2.526,-0.588006511,-0.53076565
2.527,-0.588063679,-0.39177871
2.528,-0.588120379,-0.19937848
2.529,-0.588176611,-0.571931
2.53,-0.588232377,-0.38278359
2.531,-0.588287677,-0.17665614
2.532,-0.588342512,-0.5641681
2.533,-0.588396883,-0.44094977
2.534,-0.588450792,-0.56418484
2.535,-0.588504238,-0.54131281
2.536,-0.588557224,-0.52333242
2.537,-0.588609749,-0.51318145
2.538,-0.588661815,-0.32026994
2.539,-0.588713423,-0.22629052
2.54,-0.588764574,-0.35510156
