Freq,SM1,SM4,SH1,SH4
1.089,9.176391,48.85492,8.335419288,-310.3296638
1.09,9.259887,49.058758,8.492912743,-310.290304
1.091,9.479275,49.225741,8.65165043,-310.2509147
1.092,9.604633,48.909167,8.811639576,-310.2114954
1.093,9.557636,49.194488,8.97288736,-310.1720452
1.094,9.735329,49.434246,9.135400907,-310.1325636
1.095,9.855102,49.133651,9.29918729,-310.0930497
1.096,9.908546,49.295969,9.46425352,-310.0535029
1.097,10.148842,49.086054,9.630606547,-310.0139223
1.098,10.386341,49.346735,9.798253253,-309.9743074
1.099,10.452843,49.480145,9.967200452,-309.9346572
1.1,10.742447,49.395635,10.13745488,-309.8949712
1.101,11.009758,49.336959,10.30902319,-309.8552484
1.102,11.202992,49.581934,10.48191196,-309.8154881
1.103,11.195541,49.535968,10.65612768,-309.7756895
1.104,11.42741,49.700388,10.83167674,-309.7358519
1.105,11.279389,49.477159,11.00856544,-309.6959743
1.106,11.706474,49.55618,11.18679997,-309.6560561
1.107,11.771232,49.578846,11.36638642,-309.6160964
1.108,11.83865,49.581708,11.54733076,-309.5760944
1.109,12.277939,49.638823,11.72963886,-309.5360492
1.11,12.350082,49.740794,11.91331645,-309.4959599
1.111,12.656784,49.948413,12.09836914,-309.4558258
1.112,12.85123,49.845114,12.28480241,-309.4156459
1.113,12.884529,50.047632,12.47262161,-309.3754194
1.114,13.186683,49.986013,12.66183192,-309.3351454
1.115,13.128616,50.062053,12.85243839,-309.2948229
1.116,13.415531,50.070695,13.04444592,-309.2544512
1.117,13.503097,49.970394,13.23785924,-309.2140292
1.118,13.685181,50.052811,13.4326829,-309.1735561
1.119,13.999336,50.074602,13.6289213,-309.1330309
1.12,13.991585,50.29118,13.82657865,-309.0924527
1.121,14.172303,50.267046,14.02565898,-309.0518204
1.122,14.262139,50.303561,14.22616611,-309.0111332
1.123,14.728538,50.376003,14.42810369,-308.9703901
1.124,14.942414,50.184722,14.63147514,-308.9295901
1.125,14.893528,50.382554,14.83628369,-308.8887321
1.126,15.264972,50.270206,15.04253232,-308.8478152
1.127,15.361538,50.386852,15.25022382,-308.8068384
1.128,15.711349,50.517157,15.45936073,-308.7658006
1.129,15.694339,50.181683,15.66994535,-308.7247008
1.13,15.761032,50.632586,15.88197974,-308.6835379
1.131,15.951828,50.577159,16.0954657,-308.6423108
1.132,16.432602,50.646361,16.31040478,-308.6010186
1.133,16.659153,50.740024,16.52679824,-308.5596601
1.134,16.729866,50.96716,16.7446471,-308.5182341
1.135,16.864807,50.763259,16.96395207,-308.4767397
1.136,17.211987,50.569748,17.18471357,-308.4351756
1.137,17.288872,50.754196,17.40693174,-308.3935408
1.138,17.265648,50.764495,17.6306064,-308.3518341
1.139,17.769516,50.997418,17.85573707,-308.3100543
1.14,18.172616,50.973421,18.08232294,-308.2682002
1.141,18.407768,51.029484,18.31036288,-308.2262707
1.142,18.284249,50.983029,18.53985542,-308.1842646
1.143,18.465142,50.879354,18.77079875,-308.1421807
1.144,18.799812,50.818786,19.00319071,-308.1000177
1.145,18.941647,51.297806,19.23702879,-308.0577745
1.146,19.305512,51.183873,19.47231009,-308.0154497
1.147,19.46307,51.188634,19.70903136,-307.9730421
1.148,19.636502,51.251904,19.94718898,-307.9305504
1.149,19.675972,51.305255,20.18677891,-307.8879734
1.15,19.813446,51.307799,20.42779674,-307.8453097
1.151,20.347588,51.363571,20.67023765,-307.802558
1.152,20.354271,51.362064,20.91409641,-307.759717
1.153,20.539108,51.490306,21.15936738,-307.7167854
1.154,20.665447,51.490002,21.4060445,-307.6737617
1.155,21.12471,51.413509,21.65412125,-307.6306447
1.156,21.214344,51.487492,21.90359072,-307.5874329
1.157,21.433609,51.74131,22.15444552,-307.5441249
1.158,21.752373,51.694386,22.40667783,-307.5007194
1.159,22.000137,51.598004,22.66027935,-307.4572148
1.16,22.1698,51.790634,22.91524135,-307.4136097
1.161,22.466621,51.711232,23.17155461,-307.3699027
1.162,22.657135,51.881423,23.42920944,-307.3260923
1.163,22.962547,51.843455,23.68819566,-307.282177
1.164,23.05513,51.68662,23.94850263,-307.2381553
1.165,23.305462,52.114569,24.2101192,-307.1940257
1.166,23.792515,51.846864,24.47303372,-307.1497866
1.167,23.750114,52.037388,24.73723405,-307.1054364
1.168,23.932285,51.967719,25.00270755,-307.0609736
1.169,23.9622,52.254079,25.26944106,-307.0163967
1.17,24.616031,52.069393,25.53742091,-306.9717039
1.171,24.823063,52.043048,25.80663292,-306.9268937
1.172,24.741482,52.396383,26.07706237,-306.8819645
1.173,25.173809,52.067034,26.34869405,-306.8369145
1.174,25.528358,52.290097,26.62151219,-306.7917421
1.175,25.613842,52.08128,26.89550051,-306.7464457
1.176,25.696553,52.269308,27.17064221,-306.7010234
1.177,26.265442,52.296267,27.44691993,-306.6554736
1.178,26.467537,52.483927,27.72431581,-306.6097945
1.179,26.73587,52.283639,28.00281144,-306.5639844
1.18,26.845188,52.498278,28.28238787,-306.5180415
1.181,27.27058,52.649205,28.56302562,-306.4719639
1.182,27.555405,52.670346,28.84470469,-306.4257499
1.183,27.663838,52.789476,29.12740453,-306.3793976
1.184,27.959519,52.731883,29.41110407,-306.3329052
1.185,28.483024,52.735112,29.69578171,-306.2862707
1.186,28.33804,52.844575,29.98141532,-306.2394923
1.187,28.691345,52.988646,30.26798223,-306.1925681
1.188,28.879689,52.874279,30.55545928,-306.1454961
1.189,29.070545,52.95129,30.84382276,-306.0982744
1.19,29.574516,52.800675,31.13304848,-306.050901
1.191,29.592476,53.129452,31.4231117,-306.0033739
1.192,29.925335,53.059602,31.71398722,-305.9556911
1.193,30.079365,53.113645,32.0056493,-305.9078504
1.194,30.13517,53.159927,32.29807172,-305.85985
1.195,30.853123,53.156628,32.5912278,-305.8116877
1.196,31.016132,53.08999,32.88509034,-305.7633613
1.197,31.17041,53.241252,33.17963169,-305.7148688
1.198,31.583348,53.213498,33.47482373,-305.6662081
1.199,32.050537,53.390644,33.77063789,-305.6173768
1.2,32.18502,53.282567,34.06704515,-305.568373
1.201,32.153656,53.649859,34.36401605,-305.5191942
1.202,32.590485,53.478055,34.66152069,-305.4698384
1.203,32.848461,53.541287,34.95952878,-305.4203032
1.204,32.991291,53.495815,35.25800961,-305.3705864
1.205,33.605583,53.796384,35.55693206,-305.3206856
1.206,33.711537,53.708598,35.85626464,-305.2705985
1.207,33.976925,53.663518,36.15597549,-305.2203228
1.208,34.278855,53.630375,36.45603239,-305.169856
1.209,34.389118,53.707323,36.75640276,-305.1191959
1.21,34.405262,53.671856,37.05705371,-305.0683398
1.211,34.894455,53.984747,37.35795201,-305.0172855
1.212,35.096451,53.935348,37.65906412,-304.9660304
1.213,35.548546,53.8837,37.96035623,-304.914572
1.214,35.795394,54.163044,38.26179425,-304.8629077
1.215,35.98629,54.08807,38.56334381,-304.8110351
1.216,36.096058,54.17323,38.8649703,-304.7589515
1.217,36.562057,54.141203,39.16663889,-304.7066543
1.218,36.804786,54.246254,39.46831454,-304.6541409
1.219,37.384876,54.191067,39.76996198,-304.6014087
1.22,37.320408,54.460721,40.07154579,-304.5484548
1.221,37.624401,54.570151,40.37303037,-304.4952767
1.222,37.759331,54.107488,40.67437997,-304.4418716
1.223,38.650768,54.417995,40.97555871,-304.3882366
1.224,38.702423,54.552091,41.2765306,-304.3343691
1.225,38.544693,54.707043,41.57725953,-304.2802661
1.226,39.171639,54.727552,41.87770935,-304.2259248
1.227,39.235905,54.674571,42.1778438,-304.1713423
1.228,39.696953,54.586499,42.47762661,-304.1165156
1.229,39.777264,54.736718,42.77702146,-304.061442
1.23,40.296032,54.865207,43.07599203,-304.0061183
1.231,40.223213,54.847758,43.37450199,-303.9505415
1.232,40.590061,54.975512,43.67251505,-303.8947087
1.233,40.927288,54.841511,43.96999496,-303.8386167
1.234,41.158321,55.140751,44.26690551,-303.7822624
1.235,41.650531,55.159314,44.56321058,-303.7256427
1.236,41.745632,55.069145,44.85887413,-303.6687545
1.237,41.993572,55.166848,45.15386025,-303.6115946
1.238,42.28627,55.229285,45.44813312,-303.5541596
1.239,42.59681,55.110733,45.74165709,-303.4964464
1.24,42.658218,55.15992,46.03439666,-303.4384516
1.241,43.075649,55.352755,46.32631649,-303.380172
1.242,43.338478,55.562104,46.61738144,-303.3216041
1.243,43.540065,55.388282,46.90755658,-303.2627446
1.244,43.840248,55.419248,47.19680718,-303.20359
1.245,44.136871,55.58187,47.48509876,-303.1441369
1.246,44.476448,55.760852,47.77239708,-303.0843818
1.247,44.744992,55.506536,48.05866816,-303.024321
1.248,44.8624,55.7937,48.34387829,-302.9639512
1.249,45.193103,55.834522,48.62799408,-302.9032686
1.25,45.433945,55.879779,48.9109824,-302.8422696
1.251,45.546925,56.117439,49.19281046,-302.7809505
1.252,45.858807,56.076146,49.47344579,-302.7193076
1.253,46.050915,55.925099,49.75285626,-302.6573372
1.254,46.419182,56.080363,50.03101007,-302.5950354
1.255,46.81596,56.200528,50.30787581,-302.5323985
1.256,47.079666,56.381795,50.58342242,-302.4694225
1.257,47.218181,56.410599,50.85761922,-302.4061036
1.258,47.25718,56.411244,51.13043593,-302.3424378
1.259,47.711378,56.456259,51.40184266,-302.2784211
1.26,47.803728,56.413418,51.67180992,-302.2140495
1.261,48.082868,56.594196,51.94030866,-302.1493189
1.262,48.170797,56.426313,52.20731021,-302.0842253
1.263,48.692255,56.708037,52.47278636,-302.0187644
1.264,48.815523,56.63864,52.73670933,-301.9529321
1.265,49.204141,56.799228,52.99905178,-301.8867241
1.266,49.413509,56.660475,53.2597868,-301.8201363
1.267,49.660705,56.881678,53.51888795,-301.7531642
1.268,49.770683,56.880816,53.77632924,-301.6858035
1.269,50.439497,56.977084,54.03208513,-301.6180499
1.27,50.271111,57.034153,54.28613056,-301.5498988
1.271,50.676014,57.081113,54.53844093,-301.4813457
1.272,51.045778,57.049457,54.78899209,-301.4123863
1.273,51.231441,57.389003,55.03776039,-301.3430158
1.274,51.311735,57.382129,55.28472263,-301.2732297
1.275,51.488302,57.383062,55.5298561,-301.2030232
1.276,51.648162,57.393151,55.77313855,-301.1323918
1.277,51.980465,57.618218,56.01454821,-301.0613305
1.278,52.175884,57.699504,56.25406377,-300.9898347
1.279,52.497927,57.699059,56.49166444,-300.9178994
1.28,52.786813,57.598122,56.72732984,-300.8455198
1.281,52.826105,57.903949,56.9610401,-300.772691
1.282,53.454538,57.585554,57.19277582,-300.6994078
1.283,53.221056,57.94437,57.42251805,-300.6256654
1.284,53.54316,57.981862,57.65024832,-300.5514586
1.285,53.996536,57.925386,57.87594861,-300.4767822
1.286,53.769087,58.081578,58.09960137,-300.4016311
1.287,54.335908,58.002607,58.32118951,-300.326
1.288,54.397785,58.197564,58.54069637,-300.2498836
1.289,54.513077,58.127187,58.75810575,-300.1732767
1.29,54.829326,58.375799,58.97340191,-300.0961738
1.291,55.036881,58.617954,59.18656953,-300.0185695
1.292,55.019099,58.546796,59.39759372,-299.9404582
1.293,55.433293,58.694949,59.60646003,-299.8618345
1.294,55.403356,58.791469,59.81315443,-299.7826927
1.295,55.780344,58.773311,60.01766332,-299.7030273
1.296,55.83844,58.873193,60.21997348,-299.6228324
1.297,56.062645,58.757031,60.42007214,-299.5421023
1.298,56.296873,58.890166,60.61794689,-299.4608313
1.299,56.351025,59.113372,60.81358573,-299.3790134
1.3,56.963247,59.217138,61.00697706,-299.2966427
1.301,56.858044,59.169231,61.19810963,-299.2137133
1.302,56.865002,59.429531,61.3869726,-299.1302191
1.303,57.212398,59.515757,61.57355546,-299.0461541
1.304,57.473293,59.322643,61.75784809,-298.9615121
1.305,57.554321,59.579647,61.93984069,-298.8762869
1.306,57.867748,59.503838,62.11952384,-298.7904722
1.307,58.127741,59.692939,62.29688843,-298.7040618
1.308,58.213546,59.84271,62.47192569,-298.6170492
1.309,58.376068,59.591564,62.64462718,-298.5294281
1.31,58.324303,59.875438,62.81498476,-298.4411919
1.311,58.496031,60.046512,62.98299061,-298.3523341
1.312,58.920046,59.999241,63.1486372,-298.2628482
1.313,58.705691,60.014147,63.31191729,-298.1727274
1.314,59.182071,60.104368,63.47282393,-298.081965
1.315,59.164484,60.252944,63.63135045,-297.9905543
1.316,59.436296,60.495467,63.78749045,-297.8984884
1.317,59.618156,60.55428,63.94123777,-297.8057604
1.318,59.750704,60.645348,64.09258653,-297.7123634
1.319,59.660363,60.528661,64.24153108,-297.6182903
1.32,60.06246,60.645044,64.38806601,-297.5235341
1.321,60.180589,60.644505,64.53218615,-297.4280875
1.322,60.237728,60.975575,64.67388652,-297.3319435
1.323,60.528723,60.807775,64.8131624,-297.2350948
1.324,60.635628,61.110596,64.95000926,-297.1375339
1.325,60.989235,61.209089,65.08442275,-297.0392536
1.326,60.699676,61.380432,65.21639874,-296.9402464
1.327,61.091959,61.305501,65.34593327,-296.8405047
1.328,60.885376,61.45442,65.47302256,-296.7400211
1.329,61.241192,61.290401,65.59766302,-296.6387878
1.33,61.483181,61.79231,65.71985119,-296.5367972
1.331,61.350536,61.666473,65.8395838,-296.4340414
1.332,61.726097,61.735959,65.95685771,-296.3305128
1.333,61.950964,61.868341,66.07166993,-296.2262034
1.334,62.004052,61.98565,66.18401761,-296.1211052
1.335,61.81977,62.168465,66.29389803,-296.0152103
1.336,61.828075,62.218092,66.40130857,-295.9085106
1.337,62.169794,62.228692,66.50624677,-295.8009978
1.338,62.206183,62.415797,66.60871026,-295.692664
1.339,62.309,62.360911,66.70869677,-295.5835007
1.34,62.537577,62.49634,66.80620412,-295.4734996
1.341,62.614411,62.600528,66.90123026,-295.3626524
1.342,62.860355,62.673421,66.9937732,-295.2509507
1.343,62.760755,62.684735,67.08383104,-295.1383858
1.344,62.84996,62.816455,67.17140194,-295.0249493
1.345,63.109281,62.795102,67.25648416,-294.9106325
1.346,63.073027,63.032716,67.339076,-294.7954268
1.347,63.108946,63.102469,67.41917584,-294.6793233
1.348,63.199755,63.365742,67.49678212,-294.5623132
1.349,63.194161,63.488887,67.57189329,-294.4443877
1.35,63.374181,63.798367,67.64450791,-294.3255379
1.351,63.596474,63.632009,67.71462452,-294.2057546
1.352,63.539803,63.867457,67.78224174,-294.085029
1.353,63.607851,63.895663,67.8473582,-293.9633519
1.354,63.738054,63.947655,67.90997258,-293.8407141
1.355,63.988197,63.950535,67.97008357,-293.7171064
1.356,63.796612,64.102699,68.02768987,-293.5925194
1.357,63.926083,64.181852,68.08279022,-293.4669439
1.358,63.96402,64.480325,68.13538337,-293.3403705
1.359,63.998148,64.485256,68.18546808,-293.2127897
1.36,64.08032,64.602191,68.2330431,-293.0841921
1.361,64.035693,64.873685,68.2781072,-292.954568
1.362,64.174252,64.850479,68.32065916,-292.8239078
1.363,64.194601,64.88455,68.36069774,-292.6922019
1.364,64.563144,65.15907,68.3982217,-292.5594406
1.365,64.424157,65.29123,68.4332298,-292.4256142
1.366,64.359369,65.370165,68.46572078,-292.2907127
1.367,64.538677,65.594719,68.49569339,-292.1547264
1.368,64.48131,65.768023,68.52314634,-292.0176454
1.369,64.448815,65.713543,68.54807833,-291.8794597
1.37,64.594654,65.828059,68.57048807,-291.7401594
1.371,64.816036,65.876503,68.59037421,-291.5997343
1.372,64.679779,66.29798,68.60773541,-291.4581745
1.373,64.574022,66.353407,68.6225703,-291.3154699
1.374,64.682438,66.321586,68.63487748,-291.1716102
1.375,64.813152,66.394041,68.64465552,-291.0265854
1.376,64.678341,66.747956,68.651903,-290.8803852
1.377,64.759344,66.706782,68.65661843,-290.7329993
1.378,64.652323,67.036456,68.65880032,-290.5844176
1.379,64.809955,66.954884,68.65844715,-290.4346296
1.38,64.840162,66.986157,68.65555738,-290.2836251
1.381,64.859815,67.306709,68.65012941,-290.1313938
1.382,64.899851,67.26495,68.64216166,-289.9779252
1.383,64.673456,67.653376,68.63165248,-289.823209
1.384,64.773895,67.717114,68.61860024,-289.6672348
1.385,64.998771,67.784679,68.60300323,-289.5099921
1.386,64.794617,67.896536,68.58485977,-289.3514706
1.387,64.783049,68.229469,68.5641681,-289.1916598
1.388,64.814921,68.363393,68.54092649,-289.0305492
1.389,65.041596,68.429979,68.51513315,-288.8681284
1.39,64.814926,68.577099,68.48678629,-288.704387
1.391,64.768995,68.737353,68.45588409,-288.5393146
1.392,65.002787,68.916043,68.42242471,-288.3729006
1.393,64.93674,69.183519,68.38640631,-288.2051348
1.394,64.812815,69.236831,68.34782703,-288.0360066
1.395,64.862189,69.223049,68.30668498,-287.8655057
1.396,64.611605,69.321299,68.26297828,-287.6936217
1.397,64.734625,69.583324,68.21670505,-287.5203443
1.398,64.399718,69.673107,68.16786338,-287.3456632
1.399,64.606175,70.084524,68.11645137,-287.169568
1.4,64.507283,70.023752,68.06246715,-286.9920486
1.401,64.436018,70.131014,68.0059088,-286.8130947
1.402,64.482313,70.699409,67.94677446,-286.6326962
1.403,64.421875,70.54852,67.88506225,-286.450843
1.404,64.39111,70.698531,67.82077032,-286.267525
1.405,64.273775,71.004134,67.75389683,-286.0827322
1.406,64.492815,71.030589,67.68443997,-285.8964548
1.407,64.207701,71.294608,67.61239796,-285.7086828
1.408,64.348013,71.242737,67.53776904,-285.5194064
1.409,64.252094,71.593248,67.4605515,-285.3286161
1.41,64.221456,71.841536,67.38074366,-285.1363021
1.411,63.904074,71.961286,67.29834391,-284.942455
1.412,64.149279,72.178758,67.21335066,-284.7470653
1.413,63.932671,72.207696,67.12576239,-284.5501236
1.414,63.995672,72.525399,67.03557765,-284.3516209
1.415,63.900045,72.720528,66.94279504,-284.151548
1.416,63.872862,72.631871,66.84741327,-283.949896
1.417,63.789736,73.12011,66.74943108,-283.7466559
1.418,63.587834,73.459143,66.64884733,-283.5418191
1.419,63.611746,73.391098,66.54566097,-283.3353771
1.42,63.65218,73.373114,66.43987104,-283.1273214
1.421,63.283165,73.755121,66.33147669,-282.9176437
1.422,63.602827,74.067897,66.22047717,-282.7063361
1.423,63.343095,73.999954,66.10687188,-282.4933905
1.424,63.140359,74.548582,65.99066032,-282.2787992
1.425,62.857066,74.382948,65.87184213,-282.0625547
1.426,63.068954,74.927298,65.7504171,-281.8446496
1.427,63.02661,74.956223,65.62638517,-281.6250767
1.428,62.697097,75.089304,65.49974642,-281.4038292
1.429,62.648357,75.331408,65.37050112,-281.1809002
1.43,62.604094,75.42412,65.23864971,-280.9562834
1.431,62.617392,75.616476,65.10419279,-280.7299724
1.432,62.333209,75.926852,64.96713117,-280.5019612
1.433,62.365187,76.055229,64.82746588,-280.272244
1.434,62.117493,76.265288,64.68519811,-280.0408154
1.435,61.93536,76.484697,64.54032931,-279.8076701
1.436,61.821851,76.871598,64.39286113,-279.5728032
1.437,61.731075,76.946551,64.24279548,-279.3362099
1.438,61.740408,77.297412,64.0901345,-279.0978861
1.439,61.565453,77.222715,63.93488059,-278.8578275
1.44,61.526735,77.645706,63.77703641,-278.6160305
1.441,61.17091,77.85057,63.6166049,-278.3724916
1.442,61.208049,78.002114,63.45358928,-278.1272078
1.443,61.064575,78.190493,63.28799307,-277.8801764
1.444,60.961014,78.319104,63.1198201,-277.631395
1.445,60.831465,78.767728,62.94907449,-277.3808615
1.446,60.560337,78.922245,62.77576071,-277.1285744
1.447,60.375158,79.330126,62.59988356,-276.8745324
1.448,60.596718,79.529004,62.42144817,-276.6187347
1.449,60.242844,79.492877,62.24046004,-276.3611809
1.45,60.156948,79.892802,62.05692504,-276.1018708
1.451,60.039652,80.080279,61.8708494,-275.840805
1.452,59.714794,80.275684,61.68223974,-275.5779842
1.453,59.719986,80.368899,61.49110308,-275.3134097
1.454,59.376154,80.7702,61.29744686,-275.0470833
1.455,59.268799,81.021975,61.10127891,-274.7790072
1.456,59.037321,81.319623,60.90260751,-274.509184
1.457,58.916612,81.64281,60.70144137,-274.2376169
1.458,58.963616,82.007909,60.49778964,-273.9643095
1.459,58.557705,82.026006,60.29166193,-273.6892661
1.46,58.591433,82.361261,60.08306834,-273.4124912
1.461,58.153016,82.723679,59.87201941,-273.13399
1.462,58.131411,82.71539,59.6585262,-272.8537683
1.463,58.079502,83.021991,59.44260024,-272.5718323
1.464,57.69928,83.358581,59.22425358,-272.2881888
1.465,57.641202,83.432945,59.00349877,-272.0028452
1.466,57.068734,83.673479,58.78034891,-271.7158093
1.467,57.331724,84.188662,58.55481761,-271.4270896
1.468,57.069902,84.567397,58.32691903,-271.1366953
1.469,56.765131,84.59762,58.09666786,-270.8446359
1.47,56.338388,84.658206,57.86407937,-270.5509216
1.471,56.408568,85.038998,57.62916938,-270.2555634
1.472,56.460276,85.395378,57.39195429,-269.9585726
1.473,55.754019,85.579674,57.15245106,-269.6599614
1.474,55.901019,85.678562,56.91067726,-269.3597423
1.475,55.309313,86.242704,56.66665102,-269.0579286
1.476,55.395845,86.625373,56.42039109,-268.7545343
1.477,55.194584,86.88055,56.17191681,-268.4495739
1.478,55.080898,86.901027,55.92124813,-268.1430625
1.479,54.780798,87.368655,55.66840561,-267.835016
1.48,54.520371,87.482532,55.41341042,-267.5254508
1.481,54.440613,87.839726,55.15628435,-267.214384
1.482,54.26612,88.137135,54.89704982,-266.9018334
1.483,53.737606,88.471712,54.63572985,-266.5878173
1.484,53.616997,88.834404,54.3723481,-266.2723547
1.485,53.511073,89.081537,54.10692887,-265.9554653
1.486,53.177897,89.302472,53.83949705,-265.6371694
1.487,53.161665,89.438847,53.57007819,-265.317488
1.488,52.934669,90.009609,53.29869846,-264.9964427
1.489,52.585926,90.12066,53.02538463,-264.6740556
1.49,52.435896,90.449558,52.75016413,-264.3503498
1.491,51.941547,90.911838,52.47306498,-264.0253486
1.492,51.938703,91.081832,52.19411584,-263.6990763
1.493,51.512967,91.264224,51.91334597,-263.3715576
1.494,51.21612,91.348427,51.63078525,-263.0428178
1.495,51.154978,91.992833,51.34646414,-262.7128831
1.496,50.848257,92.272305,51.06041374,-262.3817799
1.497,50.663236,92.58042,50.7726657,-262.0495355
1.498,50.459074,92.866834,50.48325229,-261.7161776
1.499,50.102865,93.115285,50.19220633,-261.3817347
1.5,50.127485,93.49929,49.89956121,-261.0462357
1.501,49.680426,93.726177,49.60535091,-260.7097101
1.502,49.292833,94.135062,49.30960991,-260.3721879
1.503,49.180575,94.292623,49.01237327,-260.0336998
1.504,48.908999,94.745383,48.71367655,-259.6942768
1.505,48.612877,95.083265,48.41355583,-259.3539507
1.506,48.46311,95.390519,48.11204771,-259.0127535
1.507,48.095579,95.76323,47.80918925,-258.6707178
1.508,47.768654,95.918257,47.505018,-258.3278769
1.509,47.534036,96.511912,47.19957196,-257.9842641
1.51,47.274523,96.699574,46.89288957,-257.6399135
1.511,47.210646,96.994932,46.58500972,-257.2948595
1.512,46.814333,97.291984,46.27597168,-256.949137
1.513,46.629566,97.614974,45.96581512,-256.6027811
1.514,46.187795,97.856435,45.65458011,-256.2558273
1.515,45.971003,98.269345,45.34230703,-255.9083118
1.516,45.657868,98.396381,45.02903663,-255.5602706
1.517,45.468202,98.92191,44.71480998,-255.2117403
1.518,44.991442,99.265844,44.39966842,-254.8627578
1.519,44.873152,99.642434,44.08365358,-254.5133603
