Freq,S11M,S22M,S33M,S44M,S11H,S22H,S33H,S44H
1.238,-3.7747607,-16.79896,-3.7167082,-16.404844,-3.505385431,-15.87302506,-3.498096619,-15.83429756
1.239,-3.7629299,-16.848015,-3.7408621,-16.455265,-3.503089822,-15.90701878,-3.495801961,-15.86784258
1.24,-3.7762694,-16.917322,-3.7263525,-16.548227,-3.500809541,-15.94112733,-3.493522839,-15.9015006
1.241,-3.7812412,-16.911995,-3.7158947,-16.538641,-3.498544729,-15.97535037,-3.491259396,-15.93527135
1.242,-3.7687066,-16.969549,-3.6904502,-16.57547,-3.49629553,-16.00968754,-3.489011777,-15.9691545
1.243,-3.7608533,-17.000874,-3.7135134,-16.611919,-3.494062088,-16.04413844,-3.486780125,-16.0031497
1.244,-3.7731278,-17.052986,-3.7303717,-16.697815,-3.491844549,-16.07870264,-3.484564586,-16.03725658
1.245,-3.7515385,-17.086409,-3.7143211,-16.735519,-3.489643059,-16.11337969,-3.482365306,-16.07147474
1.246,-3.7629106,-17.127186,-3.7022836,-16.703022,-3.487457763,-16.14816909,-3.480182432,-16.10580373
1.247,-3.7600915,-17.196243,-3.7144504,-16.819309,-3.485288811,-16.18307034,-3.478016113,-16.14024311
1.248,-3.7652805,-17.148483,-3.6937349,-16.755924,-3.483136349,-16.21808286,-3.475866497,-16.17479237
1.249,-3.7829072,-17.246237,-3.7181783,-16.853296,-3.481000528,-16.25320608,-3.473733733,-16.209451
1.25,-3.7576802,-17.29995,-3.7232575,-16.915012,-3.478881498,-16.28843937,-3.471617972,-16.24421843
1.251,-3.7656474,-17.31732,-3.6982369,-16.927343,-3.47677941,-16.32378207,-3.469519366,-16.27909408
1.252,-3.736737,-17.387466,-3.688868,-16.990765,-3.474694415,-16.35923348,-3.467438066,-16.31407731
1.253,-3.7903814,-17.408966,-3.735117,-17.02685,-3.472626667,-16.39479286,-3.465374225,-16.34916747
1.254,-3.7627394,-17.430849,-3.6991079,-17.039759,-3.470576318,-16.43045943,-3.463327997,-16.38436385
1.255,-3.7173939,-17.460934,-3.7019546,-17.067291,-3.468543524,-16.46623238,-3.461299538,-16.41966572
1.256,-3.7299411,-17.503323,-3.6914616,-17.091635,-3.466528439,-16.50211083,-3.459289002,-16.4550723
1.257,-3.7255712,-17.594774,-3.6878228,-17.201004,-3.464531221,-16.5380939,-3.457296546,-16.49058279
1.258,-3.7559595,-17.57247,-3.6968305,-17.170614,-3.462552025,-16.57418062,-3.455322327,-16.52619631
1.259,-3.7403831,-17.623083,-3.7038612,-17.220665,-3.460591009,-16.61037,-3.453366504,-16.56191198
1.26,-3.7228465,-17.699793,-3.708998,-17.315479,-3.458648333,-16.64666101,-3.451429234,-16.59772885
1.261,-3.7563829,-17.7146,-3.7094071,-17.338678,-3.456724156,-16.68305254,-3.449510679,-16.63364593
1.262,-3.7364087,-17.77951,-3.6826735,-17.377472,-3.454818639,-16.71954345,-3.447610999,-16.6696622
1.263,-3.711565,-17.857983,-3.6786661,-17.467962,-3.452931942,-16.75613256,-3.445730355,-16.70577657
1.264,-3.7515972,-17.824207,-3.677825,-17.450287,-3.451064228,-16.79281862,-3.44386891,-16.74198791
1.265,-3.7288387,-17.893436,-3.6610227,-17.542654,-3.44921566,-16.82960032,-3.442026828,-16.77829505
1.266,-3.766377,-17.934483,-3.6901026,-17.600571,-3.447386402,-16.86647632,-3.440204271,-16.81469676
1.267,-3.7101083,-18.011362,-3.6733077,-17.640638,-3.445576619,-16.9034452,-3.438401406,-16.85119175
1.268,-3.7451472,-18.034552,-3.673748,-17.668434,-3.443786476,-16.94050549,-3.436618398,-16.8877787
1.269,-3.7196019,-18.067307,-3.6480858,-17.679302,-3.44201614,-16.97765565,-3.434855414,-16.92445621
1.27,-3.7194612,-18.14418,-3.708611,-17.7684,-3.440265779,-17.01489411,-3.433112622,-16.96122283
1.271,-3.7328539,-18.23222,-3.653811,-17.859398,-3.43853556,-17.0522192,-3.43139019,-16.99807707
1.272,-3.7064972,-18.221853,-3.6590796,-17.867403,-3.436825652,-17.08962919,-3.429688287,-17.03501735
1.273,-3.7340856,-18.25071,-3.6945128,-17.913712,-3.435136226,-17.12712232,-3.428007084,-17.07204206
1.274,-3.7227464,-18.304745,-3.6837804,-17.927086,-3.433467453,-17.16469671,-3.426346752,-17.10914951
1.275,-3.6874466,-18.322912,-3.6427226,-17.951727,-3.431819504,-17.20235044,-3.424707462,-17.14633794
1.276,-3.7189648,-18.399338,-3.6768837,-18.054092,-3.430192552,-17.24008152,-3.423089388,-17.18360553
1.277,-3.7011206,-18.474781,-3.6537359,-18.145473,-3.428586771,-17.27788787,-3.421492704,-17.22095041
1.278,-3.7226555,-18.516912,-3.6548469,-18.183147,-3.427002334,-17.31576736,-3.419917583,-17.25837061
1.279,-3.7137449,-18.558952,-3.6714284,-18.232931,-3.425439417,-17.35371776,-3.418364201,-17.29586413
1.28,-3.7225738,-18.640078,-3.6813045,-18.318399,-3.423898196,-17.39173676,-3.416832735,-17.33342884
1.281,-3.7129631,-18.650591,-3.6565967,-18.310591,-3.422378848,-17.42982198,-3.415323362,-17.3710626
1.282,-3.7159896,-18.712334,-3.652931,-18.382648,-3.420881551,-17.46797097,-3.413836259,-17.40876315
1.283,-3.7023444,-18.796473,-3.6365938,-18.433203,-3.419406483,-17.50618116,-3.412371606,-17.44652816
1.284,-3.6718907,-18.80665,-3.6391609,-18.49229,-3.417953825,-17.54444993,-3.410929583,-17.48435524
1.285,-3.6840682,-18.852057,-3.6377883,-18.542475,-3.416523756,-17.58277455,-3.409510369,-17.52224189
1.286,-3.6981142,-18.926706,-3.6475286,-18.608547,-3.415116458,-17.62115221,-3.408114147,-17.56018556
1.287,-3.7134545,-18.94805,-3.6525812,-18.653252,-3.413732112,-17.65957999,-3.406741099,-17.59818359
1.288,-3.6783633,-18.988865,-3.6113796,-18.689331,-3.412370903,-17.6980549,-3.405391408,-17.63623323
1.289,-3.7214041,-19.110224,-3.6701343,-18.767645,-3.411033013,-17.73657384,-3.404065258,-17.67433167
1.29,-3.700846,-19.138926,-3.6434135,-18.828794,-3.409718628,-17.77513361,-3.402762834,-17.71247599
1.291,-3.6979051,-19.15913,-3.6242435,-18.874525,-3.408427934,-17.81373092,-3.401484322,-17.75066317
1.292,-3.6759193,-19.27035,-3.6559567,-18.913374,-3.407161116,-17.85236236,-3.400229909,-17.78889011
1.293,-3.686805,-19.332682,-3.6176143,-19.035334,-3.405918361,-17.89102444,-3.398999782,-17.8271536
1.294,-3.6647894,-19.321844,-3.6347821,-18.999313,-3.404699859,-17.92971354,-3.397794129,-17.86545036
1.295,-3.6677577,-19.394478,-3.6266196,-19.080355,-3.403505798,-17.96842594,-3.39661314,-17.90377699
1.296,-3.692873,-19.405001,-3.619812,-19.116653,-3.402336368,-18.00715781,-3.395457004,-17.94212997
1.297,-3.7014992,-19.529402,-3.6617744,-19.21899,-3.40119176,-18.04590521,-3.394325914,-17.98050571
1.298,-3.6803594,-19.557791,-3.6226861,-19.267412,-3.400072166,-18.08466408,-3.393220059,-18.0189005
1.299,-3.6886122,-19.596342,-3.6471968,-19.292873,-3.398977777,-18.12343025,-3.392139634,-18.05731052
1.3,-3.6805286,-19.641722,-3.6285374,-19.370386,-3.397908787,-18.16219942,-3.391084831,-18.09573184
1.301,-3.6944435,-19.72143,-3.6391368,-19.407024,-3.39686539,-18.20096718,-3.390055844,-18.13416042
1.302,-3.6620893,-19.768248,-3.6114943,-19.421141,-3.395847781,-18.23972898,-3.38905287,-18.17259211
1.303,-3.7072594,-19.843069,-3.600817,-19.574051,-3.394856157,-18.27848017,-3.388076103,-18.21102264
1.304,-3.7100079,-19.927155,-3.6500826,-19.611095,-3.393890712,-18.31721596,-3.387125741,-18.24944763
1.305,-3.674145,-19.95446,-3.6131783,-19.636183,-3.392951646,-18.35593143,-3.386201982,-18.28786257
1.306,-3.6697776,-19.985481,-3.6465006,-19.68609,-3.392039156,-18.39462153,-3.385305023,-18.32626283
1.307,-3.6795132,-20.078335,-3.6193922,-19.742968,-3.391153442,-18.43328108,-3.384435064,-18.36464368
1.308,-3.70574,-20.083889,-3.6458967,-19.791616,-3.390294703,-18.47190476,-3.383592306,-18.40300024
1.309,-3.6958866,-20.152834,-3.6405189,-19.841608,-3.38946314,-18.51048712,-3.382776949,-18.4413275
1.31,-3.6762483,-20.21418,-3.6403835,-19.902994,-3.388658955,-18.54902259,-3.381989194,-18.47962036
1.311,-3.6568551,-20.279533,-3.6344554,-19.954723,-3.38788235,-18.58750541,-3.381229245,-18.51787354
1.312,-3.6605296,-20.289795,-3.6399307,-19.979816,-3.387133528,-18.62592975,-3.380497305,-18.55608168
1.313,-3.6560285,-20.412819,-3.6282818,-20.097723,-3.386412694,-18.66428957,-3.379793578,-18.59423924
1.314,-3.6822314,-20.485506,-3.6411541,-20.136431,-3.385720052,-18.70257873,-3.379118269,-18.63234059
1.315,-3.6759632,-20.524815,-3.6089473,-20.184362,-3.385055808,-18.74079094,-3.378471585,-18.67037993
1.316,-3.6759822,-20.573143,-3.6414447,-20.260124,-3.384420168,-18.77891975,-3.37785373,-18.70835135
1.317,-3.6645918,-20.613356,-3.5952339,-20.282942,-3.383813339,-18.81695858,-3.377264914,-18.74624879
