Freq,Simulated,Measured,,
1.303,179.7523365,-0.76573068,,
1.304,179.7517101,-0.83955693,,
1.305,179.7510846,-1.0693471,,
1.306,179.75046,-0.99482912,,
1.307,179.7498365,-1.0155715,,
1.308,179.7492139,-0.98369294,,
1.309,179.7485923,-0.9309597,,
1.31,179.7479717,-0.90301633,,
1.311,179.7473521,-1.1447397,,
1.312,179.7467334,-1.1788696,,
1.313,179.7461157,-0.8797006,,
1.314,179.745499,-0.93421161,,
1.315,179.7448833,-0.86148703,,
1.316,179.7442686,-0.95497018,,
1.317,179.7436548,-0.88588202,,
1.318,179.743042,-0.97502202,,
1.319,179.7424302,-1.0710741,,
1.32,179.7418194,-0.90758765,,
1.321,179.7412095,-0.86798871,,
1.322,179.7406006,-0.87401867,,
1.323,179.7399927,-0.97507834,,
1.324,179.7393858,-0.91254687,,
1.325,179.7387798,-0.94937366,,
1.326,179.7381748,-0.90250522,,
1.327,179.7375708,-0.95504469,,
1.328,179.7369678,-0.92848748,,
1.329,179.7363657,-0.90997297,,
1.33,179.7357646,-0.80634052,,
1.331,179.7351645,-0.9068346,,
1.332,179.7345654,-0.90198702,,
1.333,179.7339672,-1.0821675,,
1.334,179.73337,-0.88585341,,
1.335,179.7327738,-1.1463675,,
1.336,179.7321785,-0.97092485,,
1.337,179.7315843,-0.89850062,,
1.338,179.730991,-1.0749253,,
1.339,179.7303986,-1.0378355,,
1.34,179.7298073,-0.90415919,,
1.341,179.7292169,-1.2105266,,
1.342,179.7286275,-1.0015604,,
1.343,179.728039,-0.93887758,,
1.344,179.7274515,-1.038813,,
1.345,179.726865,-1.0536447,,
1.346,179.7262795,-0.98255175,,
1.347,179.7256949,-1.0097743,,
1.348,179.7251113,-0.95292163,,
1.349,179.7245287,-1.0930557,,
1.35,179.723947,-1.0064522,,
1.351,179.7233663,-0.93938112,,
1.352,179.7227866,-0.87668759,,
1.353,179.7222078,-0.7638638,,
1.354,179.72163,-0.98190469,,
1.355,179.7210532,-1.0457499,,
1.356,179.7204773,-1.1374058,,
1.357,179.7199024,-1.1142694,,
1.358,179.7193285,-0.97371668,,
1.359,179.7187555,-0.92687309,,
1.36,179.7181835,-1.1498045,,
1.361,179.7176125,-0.86384356,,
1.362,179.7170424,-0.97496128,,
1.363,179.7164733,-1.0503572,,
1.364,179.7159052,-0.94799685,,
1.365,179.715338,-0.98821837,,
1.366,179.7147717,-1.0061086,,
1.367,179.7142065,-0.93039036,,
1.368,179.7136422,-0.97677225,,
1.369,179.7130788,-0.94306761,,
1.37,179.7125164,-0.84142077,,
1.371,179.711955,-0.96718001,,
1.372,179.7113945,-0.96479911,,
1.373,179.710835,-1.0389196,,
1.374,179.7102764,-0.79154533,,
1.375,179.7097189,-0.99819547,,
1.376,179.7091622,-1.0216162,,
1.377,179.7086065,-0.74538374,,
1.378,179.7080518,-0.84660238,,
1.379,179.707498,-0.92510718,,
1.38,179.7069452,-0.92815518,,
1.381,179.7063933,-0.88634783,,
1.382,179.7058424,-0.84954226,,
1.383,179.7052925,-1.0608882,,
1.384,179.7047435,-0.82835239,,
1.385,179.7041954,-1.1788095,,
1.386,179.7036483,-0.83952755,,
1.387,179.7031022,-0.76546729,,
1.388,179.702557,-0.95043361,,
1.389,179.7020127,-0.7664361,,
1.39,179.7014694,-0.83202475,,
1.391,179.700927,-0.85859025,,
1.392,179.7003856,-1.044623,,
1.393,179.6998452,-1.0075527,,
1.394,179.6993057,-0.95161122,,
1.395,179.6987671,-0.90127099,,
1.396,179.6982295,-0.79282898,,
1.397,179.6976928,-0.7917276,,
1.398,179.6971571,-0.81569558,,
1.399,179.6966223,-0.78601086,,
1.4,179.6960884,-0.88219839,,
1.401,179.6955555,-0.8365131,,
1.402,179.6950236,-1.0474535,,
1.403,179.6944926,-0.98917776,,
1.404,179.6939625,-0.89403605,,
1.405,179.6934334,-0.96125233,,
1.406,179.6929052,-0.85386699,,
1.407,179.6923779,-0.78329206,,
1.408,179.6918516,-1.040127,,
1.409,179.6913262,-0.86378753,,
1.41,179.6908018,-0.94049793,,
1.411,179.6902783,-1.0339956,,
1.412,179.6897557,-0.71156245,,
1.413,179.689234,-0.95512831,,
1.414,179.6887133,-0.8609128,,
1.415,179.6881936,-0.89771706,,
1.416,179.6876747,-0.80472088,,
1.417,179.6871568,-0.89582843,,
1.418,179.6866398,-0.93569332,,
1.419,179.6861238,-0.82260722,,
1.42,179.6856087,-0.92196864,,
1.421,179.6850945,-1.0509738,,
1.422,179.6845813,-0.90117657,,
1.423,179.6840689,-0.71209842,,
1.424,179.6835575,-0.91737723,,
1.425,179.6830471,-0.73313087,,
1.426,179.6825375,-0.92883444,,
1.427,179.6820289,-1.0006378,,
1.428,179.6815212,-0.97047043,,
1.429,179.6810144,-0.89205188,,
1.43,179.6805086,-0.90560251,,
1.431,179.6800036,-0.7780757,,
1.432,179.6794996,-0.80958784,,
1.433,179.6789965,-0.84505022,,
1.434,179.6784944,-0.96458226,,
1.435,179.6779931,-0.84343952,,
1.436,179.6774928,-0.82469428,,
1.437,179.6769934,-1.0518928,,
1.438,179.6764949,-0.86518806,,
1.439,179.6759973,-0.78897059,,
1.44,179.6755006,-0.8573705,,
1.441,179.6750049,-0.98909861,,
1.442,179.67451,-0.98917735,,
1.443,179.6740161,-0.82204068,,
1.444,179.6735231,-0.99671149,,
1.445,179.673031,-0.84853011,,
1.446,179.6725398,-1.0265822,,
1.447,179.6720495,-0.90807527,,
1.448,179.6715602,-0.76863331,,
1.449,179.6710717,-0.81730545,,
1.45,179.6705842,-0.80330908,,
1.451,179.6700975,-1.0034177,,
1.452,179.6696118,-0.67667592,,
1.453,179.6691269,-0.76339906,,
1.454,179.668643,-0.82316542,,
1.455,179.66816,-0.83956265,,
1.456,179.6676778,-0.98536485,,
1.457,179.6671966,-0.80414307,,
1.458,179.6667163,-0.73105156,,
1.459,179.6662369,-0.92371637,,
1.46,179.6657583,-0.75195694,,
1.461,179.6652807,-0.88591558,,
1.462,179.664804,-0.73582482,,
1.463,179.6643281,-0.81136274,,
1.464,179.6638532,-0.75078094,,
1.465,179.6633792,-0.74276674,,
1.466,179.662906,-0.85942763,,
1.467,179.6624337,-0.8219561,,
1.468,179.6619624,-0.86045724,,
1.469,179.6614919,-0.88203162,,
1.47,179.6610223,-0.82386363,,
1.471,179.6605536,-0.93630457,,
1.472,179.6600858,-0.7494188,,
1.473,179.6596189,-1.1020179,,
1.474,179.6591529,-0.89069796,,
1.475,179.6586877,-0.91590482,,
1.476,179.6582235,-0.79456699,,
1.477,179.6577601,-0.846946,,
1.478,179.6572976,-0.92694598,,
1.479,179.656836,-0.82339084,,
1.48,179.6563753,-0.8111881,,
1.481,179.6559154,-0.96533936,,
1.482,179.6554564,-0.7871685,,
1.483,179.6549983,-0.98688847,,
1.484,179.6545411,-0.88685817,,
1.485,179.6540848,-0.80719501,,
1.486,179.6536293,-0.89605892,,
1.487,179.6531748,-1.0087572,,
1.488,179.652721,-0.76628965,,
1.489,179.6522682,-0.86929059,,
1.49,179.6518162,-0.99364048,,
1.491,179.6513651,-0.89521033,,
1.492,179.6509149,-0.92376399,,
1.493,179.6504656,-0.70676374,,
1.494,179.6500171,-0.85707885,,
1.495,179.6495694,-0.92898858,,
1.496,179.6491227,-0.88138962,,
1.497,179.6486768,-0.87047315,,
1.498,179.6482318,-0.86183023,,
1.499,179.6477876,-0.83308762,,
1.5,179.6473443,-1.1209069,,
1.501,179.6469019,-0.91775537,,
1.502,179.6464603,-1.0554653,,
1.503,179.6460196,-0.9845655,,
1.504,179.6455797,-1.0489334,,
1.505,179.6451407,-0.96964747,,
1.506,179.6447026,-0.95113683,,
1.507,179.6442653,-1.0247732,,
1.508,179.6438289,-1.0132767,,
1.509,179.6433933,-0.91359776,,
1.51,179.6429586,-0.87842852,,
1.511,179.6425247,-0.97341692,,
1.512,179.6420917,-0.86220205,,
1.513,179.6416595,-0.87174398,,
1.514,179.6412282,-0.73291731,,
1.515,179.6407977,-0.91142315,,
1.516,179.6403681,-1.0485529,,
1.517,179.6399393,-0.68317538,,
1.518,179.6395113,-0.9855473,,
1.519,179.6390843,-1.0396458,,
1.52,179.638658,-0.8804419,,
1.521,179.6382326,-0.92668217,,
1.522,179.637808,-0.71350735,,
1.523,179.6373843,-1.0200266,,
1.524,179.6369614,-0.84205204,,
1.525,179.6365393,-0.71568537,,
1.526,179.6361181,-0.91875714,,
1.527,179.6356977,-0.82963979,,
1.528,179.6352782,-0.95977467,,
1.529,179.6348595,-0.83451444,,
1.53,179.6344416,-0.72582817,,
1.531,179.6340245,-0.90048146,,
1.532,179.6336083,-0.94580382,,
1.533,179.6331929,-0.84417325,,
1.534,179.6327783,-0.69359004,,
1.535,179.6323646,-0.86951602,,
1.536,179.6319517,-0.999654,,
1.537,179.6315396,-0.96714199,,
1.538,179.6311283,-0.80611289,,
1.539,179.6307179,-1.030022,,
1.54,179.6303083,-0.93706661,,
1.541,179.6298995,-0.91155618,,
1.542,179.6294915,-0.80372822,,
1.543,179.6290843,-0.70287484,,
1.544,179.628678,-0.91340941,,
1.545,179.6282725,-0.7471841,,
1.546,179.6278678,-0.69037235,,
1.547,179.6274639,-0.81880593,,
1.548,179.6270608,-1.0267189,,
1.549,179.6266585,-0.869528,,
1.55,179.6262571,-1.0306516,,
1.551,179.6258564,-0.80310577,,
1.552,179.6254566,-0.77510333,,
1.553,179.6250575,-0.98656821,,
1.554,179.6246593,-0.71400422,,
1.555,179.6242619,-0.89547038,,
1.556,179.6238653,-0.81558949,,
1.557,179.6234695,-0.92160875,,
1.558,179.6230744,-0.81654406,,
1.559,179.6226802,-0.89003003,,
1.56,179.6222868,-1.0848893,,
1.561,179.6218942,-0.95037711,,
1.562,179.6215024,-0.80669457,,
1.563,179.6211114,-0.92711323,,
1.564,179.6207212,-1.0041816,,
1.565,179.6203317,-1.0028943,,
1.566,179.6199431,-0.82758576,,
1.567,179.6195553,-0.87031955,,
1.568,179.6191682,-0.7536096,,
1.569,179.6187819,-0.83438671,,
1.57,179.6183965,-0.77084678,,
1.571,179.6180118,-0.87288409,,
1.572,179.6176279,-0.98647827,,
1.573,179.6172448,-0.96368188,,
1.574,179.6168625,-0.86592746,,
1.575,179.6164809,-0.93669099,,
1.576,179.6161002,-0.87007421,,
1.577,179.6157202,-0.93551511,,
1.578,179.615341,-0.96735311,,
1.579,179.6149626,-0.88415575,,
1.58,179.6145849,-0.77560169,,
1.581,179.614208,-0.87029719,,
1.582,179.613832,-0.88919318,,
1.583,179.6134566,-0.90889829,,
1.584,179.6130821,-0.92115027,,
1.585,179.6127083,-0.90030611,,
1.586,179.6123353,-0.89314216,,
1.587,179.6119631,-0.85288757,,
1.588,179.6115916,-0.86473233,,
1.589,179.6112209,-0.890504,,
1.59,179.610851,-0.81784892,,
1.591,179.6104818,-0.8650226,,
1.592,179.6101134,-0.7226826,,
1.593,179.6097458,-0.9268319,,
1.594,179.6093789,-0.91570359,,
1.595,179.6090128,-0.79778332,,
1.596,179.6086474,-0.8201943,,
1.597,179.6082828,-0.85594529,,
1.598,179.607919,-0.79058468,,
1.599,179.6075559,-0.86399138,,
1.6,179.6071936,-0.94223166,,
1.601,179.606832,-0.76424021,,
1.602,179.6064711,-0.83940101,,
1.603,179.6061111,-0.72546005,,
1.604,179.6057517,-0.78611881,,
1.605,179.6053932,-0.87196827,,
1.606,179.6050353,-0.79341286,,
1.607,179.6046782,-0.78989178,,
1.608,179.6043219,-0.91552144,,
1.609,179.6039663,-0.81127119,,
1.61,179.6036115,-0.5727405,,
1.611,179.6032573,-0.70060581,,
1.612,179.602904,-0.82692426,,
1.613,179.6025513,-0.8708635,,
1.614,179.6021994,-0.6000762,,
1.615,179.6018483,-0.88073325,,
1.616,179.6014979,-0.88805944,,
1.617,179.6011482,-0.88719636,,
1.618,179.6007992,-0.79565853,,
1.619,179.600451,-0.87048715,,
1.62,179.6001035,-0.90242785,,
1.621,179.5997567,-0.97435176,,
1.622,179.5994107,-0.87179565,,
1.623,179.5990654,-0.77318871,,
1.624,179.5987208,-0.68982118,,
1.625,179.598377,-0.67741281,,
1.626,179.5980338,-0.76731586,,
1.627,179.5976914,-0.78674352,,
1.628,179.5973497,-0.8139016,,
1.629,179.5970088,-0.91208851,,
1.63,179.5966685,-0.7923063,,
1.631,179.596329,-0.75786805,,
1.632,179.5959902,-0.9545325,,
1.633,179.5956521,-0.73208135,,
1.634,179.5953147,-0.86611617,,
1.635,179.594978,-0.77554899,,
1.636,179.5946421,-0.75989383,,
1.637,179.5943068,-0.71726018,,
1.638,179.5939723,-0.92023075,,
1.639,179.5936384,-0.78012574,,
1.64,179.5933053,-0.67889917,,
1.641,179.5929729,-0.76786339,,
1.642,179.5926412,-0.99309903,,
1.643,179.5923102,-0.87125945,,
1.644,179.5919799,-0.82593125,,
1.645,179.5916502,-0.7699275,,
1.646,179.5913213,-0.97594535,,
1.647,179.5909931,-0.97491753,,
1.648,179.5906656,-0.54946935,,
1.649,179.5903388,-0.68107992,,
1.65,179.5900127,-0.78052044,,
1.651,179.5896872,-0.6254344,,
1.652,179.5893625,-0.82607687,,
1.653,179.5890384,-0.8021155,,
1.654,179.5887151,-0.90812415,,
1.655,179.5883924,-0.80189717,,
1.656,179.5880704,-0.91227049,,
1.657,179.5877491,-0.52933252,,
1.658,179.5874285,-0.91881275,,
1.659,179.5871086,-0.7934888,,
1.66,179.5867893,-0.93595856,,
1.661,179.5864708,-0.89467043,,
1.662,179.5861529,-0.84963417,,
1.663,179.5858357,-0.59267324,,
1.664,179.5855191,-0.75479704,,
1.665,179.5852033,-0.87021327,,
1.666,179.5848881,-0.79067761,,
1.667,179.5845736,-0.91864115,,
1.668,179.5842598,-0.69990706,,
1.669,179.5839466,-0.72003412,,
1.67,179.5836341,-0.83791178,,
1.671,179.5833223,-0.75944513,,
1.672,179.5830111,-0.77872121,,
1.673,179.5827007,-0.88320988,,
1.674,179.5823908,-0.84909165,,
1.675,179.5820817,-0.86189407,,
1.676,179.5817732,-0.62694377,,
1.677,179.5814653,-0.81951016,,
1.678,179.5811582,-0.75466639,,
1.679,179.5808517,-0.80129981,,
1.68,179.5805458,-0.8619808,,
1.681,179.5802406,-0.75828046,,
1.682,179.579936,-0.82293493,,
1.683,179.5796321,-0.83365721,,
1.684,179.5793289,-0.85222781,,
1.685,179.5790263,-0.76871043,,
1.686,179.5787244,-0.78136957,,
1.687,179.5784231,-0.79689538,,
1.688,179.5781224,-0.71803552,,
1.689,179.5778225,-0.72532904,,
1.69,179.5775231,-0.83058447,,
1.691,179.5772244,-0.73670465,,
1.692,179.5769263,-0.81220478,,
1.693,179.5766289,-0.71463329,,
1.694,179.5763321,-0.7567153,,
1.695,179.576036,-0.91312695,,
1.696,179.5757405,-0.81518877,,
1.697,179.5754456,-0.7537455,,
1.698,179.5751514,-0.76200545,,
1.699,179.5748578,-0.76728874,,
1.7,179.5745648,-0.74943542,,
1.701,179.5742725,-0.94060469,,
1.702,179.5739808,-0.85956281,,
1.703,179.5736897,-0.83523011,,
1.704,179.5733992,-0.92183018,,
1.705,179.5731094,-0.76212615,,
1.706,179.5728202,-0.5969258,,
1.707,179.5725317,-0.69976091,,
1.708,179.5722437,-0.84244567,,
1.709,179.5719564,-0.83010906,,
1.71,179.5716697,-0.79840499,,
1.711,179.5713836,-0.80381608,,
1.712,179.5710981,-0.59869039,,
1.713,179.5708133,-0.62681603,,
1.714,179.570529,-0.73781997,,
1.715,179.5702454,-0.66841626,,
1.716,179.5699624,-0.78056246,,
1.717,179.56968,-0.87793219,,
1.718,179.5693982,-0.78734112,,
1.719,179.569117,-0.72941834,,
1.72,179.5688364,-0.70224357,,
1.721,179.5685565,-0.71220762,,
1.722,179.5682771,-0.61986595,,
1.723,179.5679983,-0.59779912,,
1.724,179.5677202,-0.79391193,,
1.725,179.5674426,-0.74144697,,
1.726,179.5671657,-0.77569646,,
1.727,179.5668893,-0.80560881,,
1.728,179.5666136,-0.68871039,,
1.729,179.5663384,-0.8188206,,
1.73,179.5660638,-0.77339828,,
1.731,179.5657899,-0.70628762,,
1.732,179.5655165,-0.6258651,,
1.733,179.5652437,-0.79328424,,
1.734,179.5649715,-0.57512379,,
1.735,179.5646999,-0.9156813,,
1.736,179.5644289,-0.72114956,,
1.737,179.5641584,-0.66071075,,
1.738,179.5638886,-0.78984779,,
